text,tidy_text,polarity_score_vader,polarity_score_textblob,label_vader,label_textblob,coordinates
"Watching this lovely guy wake up his house guests in the morning while my inner voice is screaming, ""no really, WAKE UP!"" #FirstContactSBS","Watching this lovely guy wake up his house guests in the morning while my inner voice is screaming, ""no really, WAKE UP!"" #FirstContactSBS","(0.094, 0.148)",0.125,positive,positive,"[Decimal('145.01386394'), Decimal('-37.97003807')]"
"@MickeySoFine Please do not contact me again, or come into #rubyonrails. Bye.","Please do not contact me again, or come into #rubyonrails. Bye.","(0.0, 0.187)",0.0,positive,neutral,"[Decimal('145.04103287'), Decimal('-37.76873329')]"
Just found this outside my house in #Fitzroy Thank you to whoever left this #art #streetartfitzroy #blessed #thankyou http://t.co/yaABu2reuI,Just found this outside my house in #Fitzroy Thank you to whoever left this #art #streetartfitzroy #blessed #thankyou,"(0.0, 0.286)",0.0,positive,neutral,"[Decimal('144.97652991'), Decimal('-37.79898162')]"
@JNJGTOUR can you please tweet me info re golf program for special needs children. Thanks,can you please tweet me info re golf program for special needs children. Thanks,"(0.0, 0.418)",0.2785714285714286,positive,positive,"[Decimal('144.41500545'), Decimal('-38.02692521')]"
I won't be at the red stairs tomorrow because it's to far away from my house!! Maybe I will just stay home and listen to @harrisoncraig!! Xx,I won't be at the red stairs tomorrow because it's to far away from my house!! Maybe I will just stay home and listen to !! Xx,"(0.0, 0.0)",0.1220703125,neutral,positive,"[Decimal('144.79378833'), Decimal('-37.69136981')]"
"Inflatable World Bendigo will operate at Majorleague Indoor Sports Waterson Ct Golden Square,Fri- Mon and School Hols,for kids and adults.","Inflatable World Bendigo will operate at Majorleague Indoor Sports Waterson Ct Golden Square,Fri- Mon and School Hols,for kids and adults.","(0.0, 0.0)",0.3,neutral,positive,"[Decimal('145.21370441'), Decimal('-38.08776489')]"
"@poojadhingraa @shayamalv @runscmm 
Yes please I would love to ...",Yes please I would love to ...,"(0.0, 0.697)",0.5,positive,positive,"[Decimal('144.75015391'), Decimal('-37.70364635')]"
800g Cape Grim porterhouse cooked at 55 degrees for 7 hours. Now on charcoal http://t.co/yYsJIRQLJi,800g Cape Grim porterhouse cooked at 55 degrees for 7 hours. Now on charcoal,"(0.222, 0.0)",-1.0,negative,negative,"[Decimal('144.99957264'), Decimal('-37.80904545')]"
I spent spent pretty much the whole day playing the Sims 3 i even made my own house lmfao,I spent spent pretty much the whole day playing the Sims 3 i even made my own house lmfao,"(0.0, 0.347)",0.17500000000000002,positive,positive,"[Decimal('145.2727889'), Decimal('-37.9539413')]"
@HeatherMcDonald hey gorgeous r u ever coming to Australia? We are all waiting for you. Please say yes,hey gorgeous r u ever coming to Australia? We are all waiting for you. Please say yes,"(0.0, 0.391)",0.7,positive,positive,"[Decimal('145.0627638'), Decimal('-37.8441458')]"
"Strong #flatwhite #coffee and ham-cheese-tomato toasty: $5.90 (The sign on the display reads ""No… http://t.co/zMZxfprS6T","Strong #flatwhite #coffee and ham-cheese-tomato toasty: $5.90 (The sign on the display reads ""No…","(0.0, 0.202)",0.4333333333333333,positive,positive,"[Decimal('144.96595034'), Decimal('-37.81105498')]"
"RT@washingtonpost: The huge, hidden cost of protecting homeowners from the rising sea http://t.co/JXpBhK5Zsi #climate #economicgrowth","RT: The huge, hidden cost of protecting homeowners from the rising sea #climate #economicgrowth","(0.0, 0.15)",0.11666666666666671,positive,positive,"[Decimal('144.97941754'), Decimal('-37.84855159')]"
Why does it cost $40k to for a Holden Colorado in Australia &amp; $7k for the same vehicle in Thailand #auspol,Why does it cost $40k to for a Holden Colorado in Australia &amp; $7k for the same vehicle in Thailand #auspol,"(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('144.9600291'), Decimal('-37.825775')]"
Let's roll! @mrclaws_ #dontbeshellfish #lobsterforthepeople #halfpricefirstdayspecial 12-3 &amp; 5-9pm at… http://t.co/GDOtgKbjQw,Let's roll! #dontbeshellfish #lobsterforthepeople #halfpricefirstdayspecial 12-3 &amp; 5-9pm at…,"(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('144.98317'), Decimal('-37.80526333')]"
Bought #PlayMakerMedia #TheCode on DVD yesterday. Please support @ABCTV so they keep making more local shows #KeepOurAussieActorsHome,Bought #PlayMakerMedia #TheCode on DVD yesterday. Please support so they keep making more local shows #KeepOurAussieActorsHome,"(0.0, 0.263)",0.25,positive,positive,"[Decimal('145.03672123'), Decimal('-37.87168475')]"
"Hey @BritishMonarchy, can you please sack @TonyAbbottMHR and his lout of a government?  Lies and deception. You deserve better. #auspol","Hey , can you please sack and his lout of a government? Lies and deception. You deserve better. #auspol","(0.22, 0.201)",0.5,negative,positive,"[Decimal('145.1577301'), Decimal('-37.91514587')]"
There should there be more focus on marketing strategy in Ag (Yield x price)  @dewmg #aginstitute,There should there be more focus on marketing strategy in Ag (Yield x price) #aginstitute,"(0.0, 0.0)",0.5,neutral,positive,"[Decimal('144.91034546'), Decimal('-37.78317677')]"
A Kurunjang mum tells how she saved her two young sons from a house fire. Dramatic fire video at 6pm. #7NewsMelb http://t.co/Am9FTW1Kzl,A Kurunjang mum tells how she saved her two young sons from a house fire. Dramatic fire video at 6pm. #7NewsMelb,"(0.187, 0.109)",-0.16666666666666663,negative,negative,"[Decimal('144.59496914'), Decimal('-37.66706298')]"
"@WBCheerSquad bit of old run dmc, who's house ? Dahlhous","bit of old run dmc, who's house ? Dahlhous","(0.0, 0.0)",0.1,neutral,positive,"[Decimal('144.88758173'), Decimal('-37.85996568')]"
"🎶 Master of the house, Keeper of the zoo, Looking forward to tonight's show with you 🎶🇫🇷 @teckadee #lesmiserables #stuckinmyhead","🎶 Master of the house, Keeper of the zoo, Looking forward to tonight's show with you 🎶🇫🇷 #lesmiserables #stuckinmyhead","(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('145.12618514'), Decimal('-37.92755455')]"
"I would hire a frog costume
Learn the banjo
Sit on a lilly pilly in a dessert creek
And sing Rainbow Connection 

For you 😊",I would hire a frog costume Learn the banjo Sit on a lilly pilly in a dessert creek And sing Rainbow Connection For you 😊,"(0.0, 0.182)",0.0,positive,neutral,"[Decimal('144.9425042'), Decimal('-37.8120085')]"
"Going old school in the dappled light.

#curtinhouse #swanstonstreet #melbournelife #fashionblog #bul… http://t.co/hdDDZzSV9w",Going old school in the dappled light. #curtinhouse #swanstonstreet #melbournelife #fashionblog #bul…,"(0.0, 0.0)",0.25,neutral,positive,"[Decimal('145.023244'), Decimal('-37.855833')]"
"Fangirls.....step away from your IG accounts,  walk outside &amp; experience the real world #pleaseloveyourself","Fangirls.....step away from your IG accounts, walk outside &amp; experience the real world #pleaseloveyourself","(0.0, 0.0)",0.1,neutral,positive,"[Decimal('145.2059098'), Decimal('-38.0807204')]"
Play Workhouse #ABCbudgetcutshows,Play Workhouse #ABCbudgetcutshows,"(0.0, 0.545)",0.0,positive,neutral,"[Decimal('144.9624011'), Decimal('-37.8124201')]"
@acl163 apparently you've came out gay? But I thought you had a girlfriend can you please clear this up? 😂,apparently you've came out gay? But I thought you had a girlfriend can you please clear this up? 😂,"(0.071, 0.358)",0.18888888888888888,positive,positive,"[Decimal('144.71034153'), Decimal('-38.16751447')]"
"Photo Kano, Love Live! School Paradise Game Director Teases Announcement

http://t.co/NLJJeDVkMV probably a Western release of the game.","Photo Kano, Love Live! School Paradise Game Director Teases Announcement probably a Western release of the game.","(0.088, 0.349)",-0.025909090909090927,positive,negative,"[Decimal('144.7663951'), Decimal('-37.8660313')]"
Today was the first time a random guy asked for my number and told me straight out he thought i was beautiful lmfao how flatterin,Today was the first time a random guy asked for my number and told me straight out he thought i was beautiful lmfao how flatterin,"(0.0, 0.335)",0.2,positive,positive,"[Decimal('144.92015088'), Decimal('-37.62508024')]"
"#vicvotes how can this be called an election debate when almost 70%  of the voters are excluded, Foxtel only reaches 30% of households","#vicvotes how can this be called an election debate when almost 70% of the voters are excluded, Foxtel only reaches 30% of households","(0.098, 0.049)",0.0,negative,neutral,"[Decimal('145.0990065'), Decimal('-37.6534021')]"
This happened today.... It's here!!! That big truck backed up to the warehouse and both Annie and I… http://t.co/6JYX2hFXfz,This happened today.... It's here!!! That big truck backed up to the warehouse and both Annie and I…,"(0.0, 0.104)",0.0,positive,neutral,"[Decimal('145.04068684'), Decimal('-37.95548409')]"
@TheJimMichaels please pass on my condolences to John MacCarthy &amp; his family. The episode was a fitting tribute. #SPNFamily ♡,please pass on my condolences to John MacCarthy &amp; his family. The episode was a fitting tribute. #SPNFamily ♡,"(0.0, 0.113)",0.5,positive,positive,"[Decimal('145.0465645'), Decimal('-37.8252039')]"
@shazamtop20 @5SOS it's my birthday next week!! Please please please !! #5SOSShazamahang,it's my birthday next week!! Please please please !! #5SOSShazamahang,"(0.0, 0.535)",0.0,positive,neutral,"[Decimal('145.27234554'), Decimal('-37.92570457')]"
#BadgeWhore - Drinking a Hop Hog by @FeralBrewing @ Dirty Rotten Brewhouse 2.0  — http://t.co/uq2sQ8DoMD,#BadgeWhore - Drinking a Hop Hog by Dirty Rotten Brewhouse 2.0 —,"(0.383, 0.0)",-0.6,negative,negative,"[Decimal('145.283'), Decimal('-37.8739')]"
10pm on a weeknight and there is no where I would rather be.... #TrueLove #HockeyGirl @ Medibank Icehouse http://t.co/UUwQ33S2NA,10pm on a weeknight and there is no where I would rather be.... #TrueLove #HockeyGirl Medibank Icehouse,"(0.121, 0.0)",0.0,negative,neutral,"[Decimal('144.9363486'), Decimal('-37.81196117')]"
anyone selling a #HIDEOUT2015 ticket please?????,anyone selling a #HIDEOUT2015 ticket please?????,"(0.0, 0.395)",0.0,positive,neutral,"[Decimal('145.03034246'), Decimal('-37.70822071')]"
A haunted house 2 is so much funnier then number one 😂😂😂😂,A haunted house 2 is so much funnier then number one 😂😂😂😂,"(0.213, 0.388)",0.2,positive,positive,"[Decimal('145.0703892'), Decimal('-37.7207959')]"
can I be famous please,can I be famous please,"(0.0, 0.365)",0.5,positive,positive,"[Decimal('145.14906015'), Decimal('-37.81333589')]"
@factorysound excellent! Put 2 aside for me if you can please? I'll drop in at lunchtime to pick them up 😊,excellent! Put 2 aside for me if you can please? I'll drop in at lunchtime to pick them up 😊,"(0.063, 0.368)",1.0,positive,positive,"[Decimal('144.95601701'), Decimal('-37.83025424')]"
Oh I love the Whedonverse. Sierra from Dollhouse is in Agents of SHIELD this week. ❤️,Oh I love the Whedonverse. Sierra from Dollhouse is in Agents of SHIELD this week. ❤️,"(0.0, 0.208)",0.5,positive,positive,"[Decimal('145.04610751'), Decimal('-37.85782129')]"
"@3AWNeilMitchell, Merlino confidently quote costs of government election promises, but is extremely short on detail of his own party's costs",", Merlino confidently quote costs of government election promises, but is extremely short on detail of his own party's costs","(0.0, 0.176)",0.3666666666666667,positive,positive,"[Decimal('145.13155541'), Decimal('-38.12245417')]"
"From last night. Lovely and smooth, very easy drinking. - Drinking a Velvet Sledgehammer at @alehouseproject - http://t.co/L3cSAKcTQW","From last night. Lovely and smooth, very easy drinking. - Drinking a Velvet Sledgehammer at -","(0.0, 0.333)",0.36583333333333334,positive,positive,"[Decimal('144.971'), Decimal('-37.7755')]"
From last night. - Drinking a Triple Day Of The Dead by @garage_project at @alehouseproject  — http://t.co/i45RauhuMB,From last night. - Drinking a Triple Day Of The Dead by at —,"(0.249, 0.0)",-0.1,negative,negative,"[Decimal('144.971'), Decimal('-37.7755')]"
"@Michael5SOS 
💜🎸💜🎸💜🎸
Michael Clifford from 5sos

Are you yoda? Because yodalicious

Please follow me xx 
💜🎸💜🎸💜🎸
3,224","💜🎸💜🎸💜🎸 Michael Clifford from 5sos Are you yoda? Because yodalicious Please follow me xx 💜🎸💜🎸💜🎸 3,224","(0.0, 0.524)",0.0,positive,neutral,"[Decimal('145.2763959'), Decimal('-38.0795446')]"
"@Michael5SOS 
💜🎸💜🎸💜🎸
Michael Clifford from 5sos

Are you yoda? Because yodalicious

Please follow me xx 
💜🎸💜🎸💜🎸
3,228","💜🎸💜🎸💜🎸 Michael Clifford from 5sos Are you yoda? Because yodalicious Please follow me xx 💜🎸💜🎸💜🎸 3,228","(0.0, 0.524)",0.0,positive,neutral,"[Decimal('145.2762977'), Decimal('-38.0795528')]"
"@Michael5SOS 
💜🎸💜🎸💜🎸
Michael Clifford from 5sos

Are you yoda? Because yodalicious

Please follow me xx 
💜🎸💜🎸💜🎸
3,230","💜🎸💜🎸💜🎸 Michael Clifford from 5sos Are you yoda? Because yodalicious Please follow me xx 💜🎸💜🎸💜🎸 3,230","(0.0, 0.524)",0.0,positive,neutral,"[Decimal('145.2762977'), Decimal('-38.0795528')]"
"@Michael5SOS 
💜🎸💜🎸💜🎸
Michael Clifford from 5sos

Are you yoda? Because yodalicious

Please follow me xx 
💜🎸💜🎸💜🎸
3,234","💜🎸💜🎸💜🎸 Michael Clifford from 5sos Are you yoda? Because yodalicious Please follow me xx 💜🎸💜🎸💜🎸 3,234","(0.0, 0.524)",0.0,positive,neutral,"[Decimal('145.2763096'), Decimal('-38.079575')]"
"@Michael5SOS 
💜🎸💜🎸💜🎸
Michael Clifford from 5sos

Are you yoda? Because yodalicious

Please follow me xx 
💜🎸💜🎸💜🎸
3,235","💜🎸💜🎸💜🎸 Michael Clifford from 5sos Are you yoda? Because yodalicious Please follow me xx 💜🎸💜🎸💜🎸 3,235","(0.0, 0.524)",0.0,positive,neutral,"[Decimal('145.2763096'), Decimal('-38.079575')]"
"@Michael5SOS 
💜🎸💜🎸💜🎸
Michael Clifford from 5sos

Are you yoda? Because yodalicious

Please follow me xx 
💜🎸💜🎸💜🎸
3,242","💜🎸💜🎸💜🎸 Michael Clifford from 5sos Are you yoda? Because yodalicious Please follow me xx 💜🎸💜🎸💜🎸 3,242","(0.0, 0.524)",0.0,positive,neutral,"[Decimal('145.2763045'), Decimal('-38.0795643')]"
"@Michael5SOS 
💜🎸💜🎸💜🎸
Michael Clifford from 5sos

Are you yoda? Because yodalicious

Please follow me xx 
💜🎸💜🎸💜🎸
3,244","💜🎸💜🎸💜🎸 Michael Clifford from 5sos Are you yoda? Because yodalicious Please follow me xx 💜🎸💜🎸💜🎸 3,244","(0.0, 0.524)",0.0,positive,neutral,"[Decimal('145.2762983'), Decimal('-38.079552')]"
"@Michael5SOS 
💜🎸💜🎸💜🎸
Michael Clifford from 5sos

Are you yoda? Because yodalicious

Please follow me xx 
💜🎸💜🎸💜🎸
3,248","💜🎸💜🎸💜🎸 Michael Clifford from 5sos Are you yoda? Because yodalicious Please follow me xx 💜🎸💜🎸💜🎸 3,248","(0.0, 0.524)",0.0,positive,neutral,"[Decimal('145.2762983'), Decimal('-38.079552')]"
"@Michael5SOS 
💜🎸💜🎸💜🎸
Michael Clifford from 5sos

Are you yoda? Because yodalicious

Please follow me xx 
💜🎸💜🎸💜🎸
3,250","💜🎸💜🎸💜🎸 Michael Clifford from 5sos Are you yoda? Because yodalicious Please follow me xx 💜🎸💜🎸💜🎸 3,250","(0.0, 0.524)",0.0,positive,neutral,"[Decimal('145.2763172'), Decimal('-38.0794741')]"
"@Michael5SOS 
💜🎸💜🎸💜🎸
Michael Clifford from 5sos

Are you yoda? Because yodalicious

Please follow me xx 
💜🎸💜🎸💜🎸
3,253","💜🎸💜🎸💜🎸 Michael Clifford from 5sos Are you yoda? Because yodalicious Please follow me xx 💜🎸💜🎸💜🎸 3,253","(0.0, 0.524)",0.0,positive,neutral,"[Decimal('145.27636'), Decimal('-38.0794875')]"
"@Michael5SOS 
💜🎸💜🎸💜🎸
Michael Clifford from 5sos

Are you yoda? Because yodalicious

Please follow me xx 
💜🎸💜🎸💜🎸
3,264","💜🎸💜🎸💜🎸 Michael Clifford from 5sos Are you yoda? Because yodalicious Please follow me xx 💜🎸💜🎸💜🎸 3,264","(0.0, 0.524)",0.0,positive,neutral,"[Decimal('145.2763013'), Decimal('-38.0795579')]"
"@Michael5SOS 
💜🎸💜🎸💜🎸
Michael Clifford from 5sos

Are you yoda? Because yodalicious

Please follow me xx 
💜🎸💜🎸💜🎸
3,271","💜🎸💜🎸💜🎸 Michael Clifford from 5sos Are you yoda? Because yodalicious Please follow me xx 💜🎸💜🎸💜🎸 3,271","(0.0, 0.524)",0.0,positive,neutral,"[Decimal('145.2762996'), Decimal('-38.0795523')]"
"@Michael5SOS 
💜🎸💜🎸💜🎸
Michael Clifford from 5sos

Are you yoda? Because yodalicious

Please follow me xx 
💜🎸💜🎸💜🎸
3,276","💜🎸💜🎸💜🎸 Michael Clifford from 5sos Are you yoda? Because yodalicious Please follow me xx 💜🎸💜🎸💜🎸 3,276","(0.0, 0.524)",0.0,positive,neutral,"[Decimal('145.2762979'), Decimal('-38.0795527')]"
"@Michael5SOS 
💜🎸💜🎸💜🎸
Michael Clifford from 5sos

Are you yoda? Because yodalicious

Please follow me xx 
💜🎸💜🎸💜🎸
3,277","💜🎸💜🎸💜🎸 Michael Clifford from 5sos Are you yoda? Because yodalicious Please follow me xx 💜🎸💜🎸💜🎸 3,277","(0.0, 0.524)",0.0,positive,neutral,"[Decimal('145.2762978'), Decimal('-38.0795527')]"
"@Michael5SOS 
💜🎸💜🎸💜🎸
Michael Clifford from 5sos

Are you yoda? Because yodalicious

Please follow me xx 
💜🎸💜🎸💜🎸
3,279","💜🎸💜🎸💜🎸 Michael Clifford from 5sos Are you yoda? Because yodalicious Please follow me xx 💜🎸💜🎸💜🎸 3,279","(0.0, 0.524)",0.0,positive,neutral,"[Decimal('145.2762978'), Decimal('-38.0795527')]"
"@Michael5SOS 
💜🎸💜🎸💜🎸
Michael Clifford from 5sos

Are you yoda? Because yodalicious

Please follow me xx 
💜🎸💜🎸💜🎸
3,281","💜🎸💜🎸💜🎸 Michael Clifford from 5sos Are you yoda? Because yodalicious Please follow me xx 💜🎸💜🎸💜🎸 3,281","(0.0, 0.524)",0.0,positive,neutral,"[Decimal('145.276406'), Decimal('-38.0795812')]"
"@Michael5SOS 
💜🎸💜🎸💜🎸
Michael Clifford from 5sos

Are you yoda? Because yodalicious

Please follow me xx 
💜🎸💜🎸💜🎸
3,284","💜🎸💜🎸💜🎸 Michael Clifford from 5sos Are you yoda? Because yodalicious Please follow me xx 💜🎸💜🎸💜🎸 3,284","(0.0, 0.524)",0.0,positive,neutral,"[Decimal('145.2763103'), Decimal('-38.0795748')]"
"@Michael5SOS 
💜🎸💜🎸💜🎸
Michael Clifford from 5sos

Are you yoda? Because yodalicious

Please follow me xx 
💜🎸💜🎸💜🎸
3,285","💜🎸💜🎸💜🎸 Michael Clifford from 5sos Are you yoda? Because yodalicious Please follow me xx 💜🎸💜🎸💜🎸 3,285","(0.0, 0.524)",0.0,positive,neutral,"[Decimal('145.2763103'), Decimal('-38.0795748')]"
"@Michael5SOS 
💜🎸💜🎸💜🎸
Michael Clifford from 5sos

Are you yoda? Because yodalicious

Please follow me xx 
💜🎸💜🎸💜🎸
3,296","💜🎸💜🎸💜🎸 Michael Clifford from 5sos Are you yoda? Because yodalicious Please follow me xx 💜🎸💜🎸💜🎸 3,296","(0.0, 0.524)",0.0,positive,neutral,"[Decimal('145.2764838'), Decimal('-38.0794607')]"
@omgitsjacko @cupcake_queens they have a store 5 minutes from my house. When I am better I may buy cupcakes daily on my way to and from work,they have a store 5 minutes from my house. When I am better I may buy cupcakes daily on my way to and from work,"(0.0, 0.108)",0.25,positive,positive,"[Decimal('144.9215033'), Decimal('-37.7475849')]"
View from our flat @ Melbourne http://t.co/zN7qroKOmW,View from our flat Melbourne,"(0.0, 0.0)",-0.025,neutral,negative,"[Decimal('144.96305556'), Decimal('-37.81361111')]"
@Speaker_Book please check your email.,please check your email.,"(0.0, 0.434)",0.0,positive,neutral,"[Decimal('145.0745312'), Decimal('-37.72892435')]"
@YoshikiOfficial Happy birthday Yoshiki san! Please come to Australia in your next world tour!!!!! WE ARE X!!!,Happy birthday Yoshiki san! Please come to Australia in your next world tour!!!!! WE ARE X!!!,"(0.0, 0.339)",0.5,positive,positive,"[Decimal('145.12404469'), Decimal('-37.82219195')]"
"You'd reckon with Pie in your Business name #pieface pies would be quality, they're not, they're shit &amp; they cost $5.75 each #slop #horrible","You'd reckon with Pie in your Business name #pieface pies would be quality, they're not, they're shit &amp; they cost $5.75 each #slop #horrible","(0.123, 0.103)",-0.6,negative,negative,"[Decimal('144.78197706'), Decimal('-37.86533376')]"
Drinking a Macquarie Enigma by @Moo_Brew at @alehouseproject — http://t.co/gJop2NUJyC,Drinking a Macquarie Enigma by at —,"(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('144.971'), Decimal('-37.7755')]"
Espresso martini for one #publichouse #richmond3121 #theislandstate #espressomartini #bc @ Public House http://t.co/PXlRng7kAo,Espresso martini for one #publichouse #richmond3121 #theislandstate #espressomartini #bc Public House,"(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('144.99815235'), Decimal('-37.82623606')]"
@VOOK64 We'd literally just change prices with a marker on our window posters to be a buck cheaper back &amp; forth.,We'd literally just change prices with a marker on our window posters to be a buck cheaper back &amp; forth.,"(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('145.01323922'), Decimal('-37.75699128')]"
Getting my camp on with @SixxtersGrimm CALPURNIA DESCENDING @MalthouseMelb  if it's good enough for @katyperry ...,Getting my camp on with CALPURNIA DESCENDING if it's good enough for ...,"(0.0, 0.195)",0.35,positive,positive,"[Decimal('144.96679085'), Decimal('-37.82703275')]"
The house next door is being demolished and it sounds like an action movie!,The house next door is being demolished and it sounds like an action movie!,"(0.0, 0.177)",0.0625,positive,positive,"[Decimal('144.9079428'), Decimal('-37.7478151')]"
@SonyPictures @AnnieMovie @ASCPA @miss_mong do this please!,do this please!,"(0.0, 0.564)",0.0,positive,neutral,"[Decimal('145.0216388'), Decimal('-37.7317846')]"
Too much amazing. Can someone please start up an amazing permanent market in Perth pls? @ South… http://t.co/ZMQNqV9KZd,Too much amazing. Can someone please start up an amazing permanent market in Perth pls? South…,"(0.0, 0.483)",0.6000000000000001,positive,positive,"[Decimal('144.95646489'), Decimal('-37.83265304')]"
"I'm at Centre Warehouse Cafe in Springvale, Victoria https://t.co/GSEUWzBb9X","I'm at Centre Warehouse Cafe in Springvale, Victoria","(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('145.14312'), Decimal('-37.931199')]"
Charley at the park (with bonus “house from that Josh Thomas show” in the background) @ Penders Park http://t.co/1b40XnVmba,Charley at the park (with bonus “house from that Josh Thomas show” in the background) Penders Park,"(0.0, 0.179)",0.0,positive,neutral,"[Decimal('145.00751945'), Decimal('-37.75439626')]"
"Art, architecture, design &amp; more @BooksAtManic warehouse sale. Today until Sunday. 16a Linden Street, East Brunswick http://t.co/Qe05KP7qIv","Art, architecture, design &amp; more warehouse sale. Today until Sunday. 16a Linden Street, East Brunswick","(0.0, 0.0)",0.5,neutral,positive,"[Decimal('144.97352381'), Decimal('-37.77410091')]"
@siosism kicking off the tour of the @HubMelbourne clubhouse. #hubfcd #coworking #GEW2014 #hubaustralia http://t.co/EdHBukdAas,kicking off the tour of the clubhouse. #hubfcd #coworking #GEW2014 #hubaustralia,"(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('144.95361848'), Decimal('-37.81736461')]"
Do lunches get any better?! Thanks @QuickFee for letting us @jcurvesolutions be apart of today's #longtablelunch http://t.co/86FW5T2s9y,Do lunches get any better?! Thanks for letting us be apart of today's #longtablelunch,"(0.0, 0.337)",0.4125,positive,positive,"[Decimal('144.96484101'), Decimal('-37.82173812')]"
"@Michael5SOS 
💜🎸💜🎸💜🎸
Michael Clifford from 5sos

Are you yoda? Because yodalicious

Please follow me xx 
💜🎸💜🎸💜🎸
3,309","💜🎸💜🎸💜🎸 Michael Clifford from 5sos Are you yoda? Because yodalicious Please follow me xx 💜🎸💜🎸💜🎸 3,309","(0.0, 0.524)",0.0,positive,neutral,"[Decimal('145.2763771'), Decimal('-38.0795124')]"
"@Michael5SOS 
💜🎸💜🎸💜🎸
Michael Clifford from 5sos

Are you yoda? Because yodalicious

Please follow me xx 
Love you!
💜🎸💜🎸💜🎸
3,312","💜🎸💜🎸💜🎸 Michael Clifford from 5sos Are you yoda? Because yodalicious Please follow me xx Love you! 💜🎸💜🎸💜🎸 3,312","(0.0, 0.552)",0.625,positive,positive,"[Decimal('145.2763286'), Decimal('-38.079401')]"
"@Michael5SOS 
💜🎸💜🎸💜🎸
Michael Clifford from 5sos

Are you yoda? Because yodalicious

Please follow me xx 
Love you!
💜🎸💜🎸💜🎸
3,314","💜🎸💜🎸💜🎸 Michael Clifford from 5sos Are you yoda? Because yodalicious Please follow me xx Love you! 💜🎸💜🎸💜🎸 3,314","(0.0, 0.552)",0.625,positive,positive,"[Decimal('145.2763286'), Decimal('-38.079401')]"
"@Michael5SOS 
💜🎸💜🎸💜🎸
Michael Clifford from 5sos

Are you yoda? Because yodalicious

Please follow me xx 
Love you!
💜🎸💜🎸💜🎸
3,316","💜🎸💜🎸💜🎸 Michael Clifford from 5sos Are you yoda? Because yodalicious Please follow me xx Love you! 💜🎸💜🎸💜🎸 3,316","(0.0, 0.552)",0.625,positive,positive,"[Decimal('145.2762816'), Decimal('-38.0795158')]"
"@Michael5SOS 
💜🎸💜🎸💜🎸
Michael Clifford from 5sos

Are you yoda? Because yodalicious

Please follow me xx 
Love you!
💜🎸💜🎸💜🎸
3,318","💜🎸💜🎸💜🎸 Michael Clifford from 5sos Are you yoda? Because yodalicious Please follow me xx Love you! 💜🎸💜🎸💜🎸 3,318","(0.0, 0.552)",0.625,positive,positive,"[Decimal('145.2762776'), Decimal('-38.0795141')]"
"@Michael5SOS 
💜🎸💜🎸💜🎸
Michael Clifford from 5sos

Are you yoda? Because yodalicious

Please follow me xx 
Love you!
💜🎸💜🎸💜🎸
3,319","💜🎸💜🎸💜🎸 Michael Clifford from 5sos Are you yoda? Because yodalicious Please follow me xx Love you! 💜🎸💜🎸💜🎸 3,319","(0.0, 0.552)",0.625,positive,positive,"[Decimal('145.2762776'), Decimal('-38.0795141')]"
"@Michael5SOS 
💜🎸💜🎸💜🎸
Michael Clifford from 5sos

Are you yoda? Because yodalicious

Please follow me xx 
Love you!
💜🎸💜🎸💜🎸
3,320","💜🎸💜🎸💜🎸 Michael Clifford from 5sos Are you yoda? Because yodalicious Please follow me xx Love you! 💜🎸💜🎸💜🎸 3,320","(0.0, 0.552)",0.625,positive,positive,"[Decimal('145.2762776'), Decimal('-38.0795141')]"
"@Michael5SOS 
💜🎸💜🎸💜🎸
Michael Clifford from 5sos

Are you yoda? Because yodalicious

Please follow me xx 
Love you!
💜🎸💜🎸💜🎸
3,322","💜🎸💜🎸💜🎸 Michael Clifford from 5sos Are you yoda? Because yodalicious Please follow me xx Love you! 💜🎸💜🎸💜🎸 3,322","(0.0, 0.552)",0.625,positive,positive,"[Decimal('145.2762776'), Decimal('-38.0795141')]"
"@Michael5SOS 
💜🎸💜🎸💜🎸
Michael Clifford from 5sos

Are you yoda? Because yodalicious

Please follow me xx 
Love you!
💜🎸💜🎸💜🎸
3,325","💜🎸💜🎸💜🎸 Michael Clifford from 5sos Are you yoda? Because yodalicious Please follow me xx Love you! 💜🎸💜🎸💜🎸 3,325","(0.0, 0.552)",0.625,positive,positive,"[Decimal('145.2762776'), Decimal('-38.0795141')]"
"@Michael5SOS 
💜🎸💜🎸💜🎸
Michael Clifford from 5sos

Are you yoda? Because yodalicious

Please follow me xx 
Love you!
💜🎸💜🎸💜🎸
3,328","💜🎸💜🎸💜🎸 Michael Clifford from 5sos Are you yoda? Because yodalicious Please follow me xx Love you! 💜🎸💜🎸💜🎸 3,328","(0.0, 0.552)",0.625,positive,positive,"[Decimal('145.2762764'), Decimal('-38.0795169')]"
